,temp_london,temp_liverpool,temp_bath,temp_min_london,temp_min_liverpool,temp_min_bath,temp_max_london,temp_max_liverpool,temp_max_bath,humidity_london,humidity_liverpool,humidity_bath
0,283.6,281.81,282.18,282.77,281.81,281.25,283.6,282.11,282.18,84,90,86
